person_id,workplace_location_accessibility_0,workplace_location_accessibility_1,workplace_location_accessibility_2,othdiscr_accessibility_0,othdiscr_accessibility_1,othdiscr_accessibility_2,shopping_accessibility_0,shopping_accessibility_1,shopping_accessibility_2
1,12.86094023149133,11.699962948443797,11.855539508062032,16.906277001501564,15.253465495469591,15.793890642208149,12.625305641834498,11.438324271793409,11.210295998705057
2,12.86094023149133,11.699962948443797,11.855539508062032,16.906277001501564,15.253465495469591,15.793890642208149,12.625305641834498,11.438324271793409,11.210295998705057
3,12.86094023149133,11.699962948443797,11.855539508062032,16.906277001501564,15.253465495469591,15.793890642208149,12.625305641834498,11.438324271793409,11.210295998705057
4,13.373709964012054,11.88278816002149,11.851754800083855,16.183024422468517,15.367552278760906,15.964681207584507,12.807726295760535,11.276809941532681,11.176275835576819
5,13.373709964012054,11.88278816002149,11.851754800083855,16.183024422468517,15.367552278760906,15.964681207584507,12.807726295760535,11.276809941532681,11.176275835576819
6,13.373709964012054,11.88278816002149,11.851754800083855,16.183024422468517,15.367552278760906,15.964681207584507,12.807726295760535,11.276809941532681,11.176275835576819
7,13.373709964012054,11.88278816002149,11.851754800083855,16.183024422468517,15.367552278760906,15.964681207584507,12.807726295760535,11.276809941532681,11.176275835576819
8,12.77580488891094,11.635435166581825,11.682257152566168,15.89578970101186,15.92138197685257,16.242483029766973,12.91655415930914,11.279472962639518,11.103600648506891
9,13.373709964012054,11.88278816002149,11.851754800083855,16.183024422468517,15.367552278760906,15.964681207584507,12.807726295760535,11.276809941532681,11.176275835576819
10,13.373709964012054,11.88278816002149,11.851754800083855,16.183024422468517,15.367552278760906,15.964681207584507,12.807726295760535,11.276809941532681,11.176275835576819
11,13.373709964012054,11.88278816002149,11.851754800083855,16.183024422468517,15.367552278760906,15.964681207584507,12.807726295760535,11.276809941532681,11.176275835576819
12,13.373709964012054,11.88278816002149,11.851754800083855,16.183024422468517,15.367552278760906,15.964681207584507,12.807726295760535,11.276809941532681,11.176275835576819
13,13.373709964012054,11.88278816002149,11.851754800083855,16.183024422468517,15.367552278760906,15.964681207584507,12.807726295760535,11.276809941532681,11.176275835576819
14,13.373709964012054,11.88278816002149,11.851754800083855,16.183024422468517,15.367552278760906,15.964681207584507,12.807726295760535,11.276809941532681,11.176275835576819
15,13.373709964012054,11.88278816002149,11.851754800083855,16.183024422468517,15.367552278760906,15.964681207584507,12.807726295760535,11.276809941532681,11.176275835576819
16,13.373709964012054,11.88278816002149,11.851754800083855,16.183024422468517,15.367552278760906,15.964681207584507,12.807726295760535,11.276809941532681,11.176275835576819
17,13.373709964012054,11.88278816002149,11.851754800083855,16.183024422468517,15.367552278760906,15.964681207584507,12.807726295760535,11.276809941532681,11.176275835576819
18,13.373709964012054,11.88278816002149,11.851754800083855,16.183024422468517,15.367552278760906,15.964681207584507,12.807726295760535,11.276809941532681,11.176275835576819
19,13.373709964012054,11.88278816002149,11.851754800083855,16.183024422468517,15.367552278760906,15.964681207584507,12.807726295760535,11.276809941532681,11.176275835576819
20,13.373709964012054,11.88278816002149,11.851754800083855,16.183024422468517,15.367552278760906,15.964681207584507,12.807726295760535,11.276809941532681,11.176275835576819
21,12.77580488891094,11.635435166581825,11.682257152566168,15.89578970101186,15.92138197685257,16.242483029766973,12.91655415930914,11.279472962639518,11.103600648506891
22,12.77580488891094,11.635435166581825,11.682257152566168,15.89578970101186,15.92138197685257,16.242483029766973,12.91655415930914,11.279472962639518,11.103600648506891
23,12.77580488891094,11.635435166581825,11.682257152566168,15.89578970101186,15.92138197685257,16.242483029766973,12.91655415930914,11.279472962639518,11.103600648506891
24,12.77580488891094,11.635435166581825,11.682257152566168,15.89578970101186,15.92138197685257,16.242483029766973,12.91655415930914,11.279472962639518,11.103600648506891
25,12.77580488891094,11.635435166581825,11.682257152566168,15.89578970101186,15.92138197685257,16.242483029766973,12.91655415930914,11.279472962639518,11.103600648506891
26,12.77580488891094,11.635435166581825,11.682257152566168,15.89578970101186,15.92138197685257,16.242483029766973,12.91655415930914,11.279472962639518,11.103600648506891
27,12.77580488891094,11.635435166581825,11.682257152566168,15.89578970101186,15.92138197685257,16.242483029766973,12.91655415930914,11.279472962639518,11.103600648506891
